dateRep;cases;deaths;countryterritoryCode;popData2018
17/05/2020;0;0;AFG;37172386
16/05/2020;1063;32;AFG;37172386
15/05/2020;113;6;AFG;37172386
14/05/2020;259;3;AFG;37172386
13/05/2020;280;5;AFG;37172386
12/05/2020;285;2;AFG;37172386
11/05/2020;369;5;AFG;37172386
10/05/2020;255;6;AFG;37172386
09/05/2020;215;3;AFG;37172386
08/05/2020;171;2;AFG;37172386
07/05/2020;168;9;AFG;37172386
06/05/2020;330;5;AFG;37172386
05/05/2020;190;5;AFG;37172386
04/05/2020;235;13;AFG;37172386
03/05/2020;134;4;AFG;37172386
02/05/2020;164;4;AFG;37172386
01/05/2020;222;4;AFG;37172386
30/04/2020;122;0;AFG;37172386
29/04/2020;124;3;AFG;37172386
28/04/2020;172;0;AFG;37172386
27/04/2020;68;10;AFG;37172386
26/04/2020;112;4;AFG;37172386
25/04/2020;70;1;AFG;37172386
24/04/2020;105;2;AFG;37172386
23/04/2020;84;4;AFG;37172386
22/04/2020;61;1;AFG;37172386
21/04/2020;35;2;AFG;37172386
20/04/2020;88;3;AFG;37172386
19/04/2020;63;0;AFG;37172386
18/04/2020;51;1;AFG;37172386
17/04/2020;10;4;AFG;37172386
16/04/2020;70;2;AFG;37172386
15/04/2020;49;2;AFG;37172386
14/04/2020;58;3;AFG;37172386
13/04/2020;52;0;AFG;37172386
12/04/2020;34;3;AFG;37172386
11/04/2020;37;0;AFG;37172386
10/04/2020;61;1;AFG;37172386
09/04/2020;56;3;AFG;37172386
08/04/2020;30;4;AFG;37172386
07/04/2020;38;0;AFG;37172386
06/04/2020;29;2;AFG;37172386
05/04/2020;35;1;AFG;37172386
04/04/2020;0;0;AFG;37172386
03/04/2020;43;0;AFG;37172386
02/04/2020;26;0;AFG;37172386
01/04/2020;25;0;AFG;37172386
31/03/2020;27;0;AFG;37172386
30/03/2020;8;1;AFG;37172386
29/03/2020;15;1;AFG;37172386
28/03/2020;16;1;AFG;37172386
27/03/2020;0;0;AFG;37172386
26/03/2020;33;0;AFG;37172386
25/03/2020;2;0;AFG;37172386
24/03/2020;6;1;AFG;37172386
23/03/2020;10;0;AFG;37172386
22/03/2020;0;0;AFG;37172386
21/03/2020;2;0;AFG;37172386
20/03/2020;0;0;AFG;37172386
19/03/2020;0;0;AFG;37172386
18/03/2020;1;0;AFG;37172386
17/03/2020;5;0;AFG;37172386
16/03/2020;6;0;AFG;37172386
15/03/2020;3;0;AFG;37172386
11/03/2020;3;0;AFG;37172386
08/03/2020;3;0;AFG;37172386
02/03/2020;0;0;AFG;37172386
01/03/2020;0;0;AFG;37172386
29/02/2020;0;0;AFG;37172386
28/02/2020;0;0;AFG;37172386
27/02/2020;0;0;AFG;37172386
26/02/2020;0;0;AFG;37172386
25/02/2020;1;0;AFG;37172386
24/02/2020;0;0;AFG;37172386
23/02/2020;0;0;AFG;37172386
22/02/2020;0;0;AFG;37172386
21/02/2020;0;0;AFG;37172386
20/02/2020;0;0;AFG;37172386
19/02/2020;0;0;AFG;37172386
18/02/2020;0;0;AFG;37172386
17/02/2020;0;0;AFG;37172386
16/02/2020;0;0;AFG;37172386
15/02/2020;0;0;AFG;37172386
14/02/2020;0;0;AFG;37172386
13/02/2020;0;0;AFG;37172386
12/02/2020;0;0;AFG;37172386
11/02/2020;0;0;AFG;37172386
10/02/2020;0;0;AFG;37172386
09/02/2020;0;0;AFG;37172386
08/02/2020;0;0;AFG;37172386
07/02/2020;0;0;AFG;37172386
06/02/2020;0;0;AFG;37172386
05/02/2020;0;0;AFG;37172386
04/02/2020;0;0;AFG;37172386
03/02/2020;0;0;AFG;37172386
02/02/2020;0;0;AFG;37172386
01/02/2020;0;0;AFG;37172386
31/01/2020;0;0;AFG;37172386
30/01/2020;0;0;AFG;37172386
29/01/2020;0;0;AFG;37172386
28/01/2020;0;0;AFG;37172386
27/01/2020;0;0;AFG;37172386
26/01/2020;0;0;AFG;37172386
25/01/2020;0;0;AFG;37172386
24/01/2020;0;0;AFG;37172386
23/01/2020;0;0;AFG;37172386
22/01/2020;0;0;AFG;37172386
21/01/2020;0;0;AFG;37172386
20/01/2020;0;0;AFG;37172386
19/01/2020;0;0;AFG;37172386
18/01/2020;0;0;AFG;37172386
17/01/2020;0;0;AFG;37172386
16/01/2020;0;0;AFG;37172386
15/01/2020;0;0;AFG;37172386
14/01/2020;0;0;AFG;37172386
13/01/2020;0;0;AFG;37172386
12/01/2020;0;0;AFG;37172386
11/01/2020;0;0;AFG;37172386
10/01/2020;0;0;AFG;37172386
09/01/2020;0;0;AFG;37172386
08/01/2020;0;0;AFG;37172386
07/01/2020;0;0;AFG;37172386
06/01/2020;0;0;AFG;37172386
05/01/2020;0;0;AFG;37172386
04/01/2020;0;0;AFG;37172386
03/01/2020;0;0;AFG;37172386
02/01/2020;0;0;AFG;37172386
01/01/2020;0;0;AFG;37172386
31/12/2019;0;0;AFG;37172386
17/05/2020;17;0;ALB;2866376
16/05/2020;18;0;ALB;2866376
15/05/2020;18;0;ALB;2866376
14/05/2020;4;0;ALB;2866376
13/05/2020;4;0;ALB;2866376
12/05/2020;4;0;ALB;2866376
11/05/2020;12;0;ALB;2866376
10/05/2020;6;0;ALB;2866376
09/05/2020;8;0;ALB;2866376
08/05/2020;10;0;ALB;2866376
07/05/2020;12;0;ALB;2866376
06/05/2020;17;0;ALB;2866376
05/05/2020;8;0;ALB;2866376
04/05/2020;6;0;ALB;2866376
03/05/2020;7;0;ALB;2866376
02/05/2020;9;0;ALB;2866376
01/05/2020;7;0;ALB;2866376
30/04/2020;16;1;ALB;2866376
29/04/2020;14;2;ALB;2866376
28/04/2020;10;0;ALB;2866376
27/04/2020;14;1;ALB;2866376
26/04/2020;34;0;ALB;2866376
25/04/2020;15;0;ALB;2866376
24/04/2020;29;0;ALB;2866376
23/04/2020;25;1;ALB;2866376
22/04/2020;25;0;ALB;2866376
21/04/2020;22;0;ALB;2866376
20/04/2020;14;0;ALB;2866376
19/04/2020;9;0;ALB;2866376
18/04/2020;21;0;ALB;2866376
17/04/2020;24;1;ALB;2866376
16/04/2020;19;1;ALB;2866376
15/04/2020;8;1;ALB;2866376
14/04/2020;21;0;ALB;2866376
13/04/2020;13;0;ALB;2866376
12/04/2020;17;0;ALB;2866376
11/04/2020;7;0;ALB;2866376
10/04/2020;9;1;ALB;2866376
09/04/2020;17;0;ALB;2866376
08/04/2020;6;0;ALB;2866376
07/04/2020;16;1;ALB;2866376
06/04/2020;28;2;ALB;2866376
05/04/2020;29;2;ALB;2866376
04/04/2020;27;1;ALB;2866376
03/04/2020;18;1;ALB;2866376
02/04/2020;16;0;ALB;2866376
01/04/2020;20;3;ALB;2866376
31/03/2020;11;2;ALB;2866376
30/03/2020;15;0;ALB;2866376
29/03/2020;11;1;ALB;2866376
28/03/2020;12;3;ALB;2866376
27/03/2020;28;1;ALB;2866376
26/03/2020;23;0;ALB;2866376
25/03/2020;23;1;ALB;2866376
24/03/2020;11;2;ALB;2866376
23/03/2020;13;0;ALB;2866376
22/03/2020;6;0;ALB;2866376
21/03/2020;0;0;ALB;2866376
20/03/2020;11;0;ALB;2866376
19/03/2020;4;1;ALB;2866376
18/03/2020;4;0;ALB;2866376
17/03/2020;9;0;ALB;2866376
16/03/2020;4;0;ALB;2866376
15/03/2020;5;0;ALB;2866376
14/03/2020;10;0;ALB;2866376
13/03/2020;12;0;ALB;2866376
12/03/2020;1;1;ALB;2866376
11/03/2020;4;0;ALB;2866376
10/03/2020;4;0;ALB;2866376
09/03/2020;2;0;ALB;2866376
17/05/2020;192;6;DZA;42228429
16/05/2020;187;7;DZA;42228429
15/05/2020;189;7;DZA;42228429
14/05/2020;186;7;DZA;42228429
13/05/2020;176;8;DZA;42228429
12/05/2020;168;5;DZA;42228429
11/05/2020;165;8;DZA;42228429
10/05/2020;189;6;DZA;42228429
09/05/2020;187;5;DZA;42228429
08/05/2020;185;7;DZA;42228429
07/05/2020;159;6;DZA;42228429
06/05/2020;190;5;DZA;42228429
05/05/2020;174;2;DZA;42228429
04/05/2020;179;4;DZA;42228429
03/05/2020;141;6;DZA;42228429
02/05/2020;148;3;DZA;42228429
01/05/2020;158;6;DZA;42228429
30/04/2020;199;7;DZA;42228429
29/04/2020;132;5;DZA;42228429
28/04/2020;135;7;DZA;42228429
27/04/2020;126;6;DZA;42228429
26/04/2020;129;4;DZA;42228429
25/04/2020;120;8;DZA;42228429
24/04/2020;97;5;DZA;42228429
23/04/2020;99;10;DZA;42228429
22/04/2020;93;8;DZA;42228429
21/04/2020;89;9;DZA;42228429
20/04/2020;94;8;DZA;42228429
19/04/2020;117;3;DZA;42228429
18/04/2020;150;16;DZA;42228429
17/04/2020;108;12;DZA;42228429
16/04/2020;90;11;DZA;42228429
15/04/2020;87;12;DZA;42228429
14/04/2020;69;20;DZA;42228429
13/04/2020;89;18;DZA;42228429
12/04/2020;64;19;DZA;42228429
11/04/2020;95;21;DZA;42228429
10/04/2020;94;30;DZA;42228429
09/04/2020;104;12;DZA;42228429
08/04/2020;45;20;DZA;42228429
07/04/2020;103;21;DZA;42228429
06/04/2020;69;22;DZA;42228429
05/04/2020;80;25;DZA;42228429
04/04/2020;185;42;DZA;42228429
03/04/2020;139;5;DZA;42228429
02/04/2020;131;14;DZA;42228429
01/04/2020;132;9;DZA;42228429
31/03/2020;73;4;DZA;42228429
30/03/2020;57;2;DZA;42228429
29/03/2020;45;3;DZA;42228429
28/03/2020;42;1;DZA;42228429
27/03/2020;65;4;DZA;42228429
26/03/2020;38;2;DZA;42228429
25/03/2020;34;2;DZA;42228429
24/03/2020;29;0;DZA;42228429
23/03/2020;62;2;DZA;42228429
22/03/2020;37;5;DZA;42228429
21/03/2020;12;3;DZA;42228429
20/03/2020;18;1;DZA;42228429
19/03/2020;12;1;DZA;42228429
18/03/2020;2;1;DZA;42228429
17/03/2020;10;0;DZA;42228429
16/03/2020;11;2;DZA;42228429
15/03/2020;11;0;DZA;42228429
14/03/2020;1;1;DZA;42228429
13/03/2020;5;1;DZA;42228429
12/03/2020;0;0;DZA;42228429
09/03/2020;3;0;DZA;42228429
06/03/2020;5;0;DZA;42228429
05/03/2020;7;0;DZA;42228429
04/03/2020;2;0;DZA;42228429
02/03/2020;0;0;DZA;42228429
01/03/2020;2;0;DZA;42228429
29/02/2020;0;0;DZA;42228429
28/02/2020;0;0;DZA;42228429
27/02/2020;0;0;DZA;42228429
26/02/2020;1;0;DZA;42228429
25/02/2020;0;0;DZA;42228429
24/02/2020;0;0;DZA;42228429
23/02/2020;0;0;DZA;42228429
22/02/2020;0;0;DZA;42228429
21/02/2020;0;0;DZA;42228429
20/02/2020;0;0;DZA;42228429
19/02/2020;0;0;DZA;42228429
18/02/2020;0;0;DZA;42228429
17/02/2020;0;0;DZA;42228429
16/02/2020;0;0;DZA;42228429
15/02/2020;0;0;DZA;42228429
14/02/2020;0;0;DZA;42228429
13/02/2020;0;0;DZA;42228429
12/02/2020;0;0;DZA;42228429
11/02/2020;0;0;DZA;42228429
10/02/2020;0;0;DZA;42228429
09/02/2020;0;0;DZA;42228429
08/02/2020;0;0;DZA;42228429
07/02/2020;0;0;DZA;42228429
06/02/2020;0;0;DZA;42228429
05/02/2020;0;0;DZA;42228429
04/02/2020;0;0;DZA;42228429
03/02/2020;0;0;DZA;42228429
02/02/2020;0;0;DZA;42228429
01/02/2020;0;0;DZA;42228429
31/01/2020;0;0;DZA;42228429
30/01/2020;0;0;DZA;42228429
29/01/2020;0;0;DZA;42228429
28/01/2020;0;0;DZA;42228429
27/01/2020;0;0;DZA;42228429
26/01/2020;0;0;DZA;42228429
25/01/2020;0;0;DZA;42228429
24/01/2020;0;0;DZA;42228429
23/01/2020;0;0;DZA;42228429
22/01/2020;0;0;DZA;42228429
21/01/2020;0;0;DZA;42228429
20/01/2020;0;0;DZA;42228429
19/01/2020;0;0;DZA;42228429
18/01/2020;0;0;DZA;42228429
17/01/2020;0;0;DZA;42228429
16/01/2020;0;0;DZA;42228429
15/01/2020;0;0;DZA;42228429
14/01/2020;0;0;DZA;42228429
13/01/2020;0;0;DZA;42228429
12/01/2020;0;0;DZA;42228429
11/01/2020;0;0;DZA;42228429
10/01/2020;0;0;DZA;42228429
09/01/2020;0;0;DZA;42228429
08/01/2020;0;0;DZA;42228429
07/01/2020;0;0;DZA;42228429
06/01/2020;0;0;DZA;42228429
05/01/2020;0;0;DZA;42228429
04/01/2020;0;0;DZA;42228429
03/01/2020;0;0;DZA;42228429
02/01/2020;0;0;DZA;42228429
01/01/2020;0;0;DZA;42228429
31/12/2019;0;0;DZA;42228429
17/05/2020;0;2;AND;77006
16/05/2020;0;0;AND;77006
15/05/2020;1;0;AND;77006
14/05/2020;2;1;AND;77006
13/05/2020;2;0;AND;77006
12/05/2020;1;0;AND;77006
11/05/2020;1;0;AND;77006
10/05/2020;2;1;AND;77006
09/05/2020;0;0;AND;77006
08/05/2020;1;1;AND;77006
07/05/2020;0;0;AND;77006
06/05/2020;1;1;AND;77006
05/05/2020;2;0;AND;77006
04/05/2020;1;1;AND;77006
03/05/2020;1;1;AND;77006
02/05/2020;1;1;AND;77006
01/05/2020;2;0;AND;77006
30/04/2020;0;1;AND;77006
29/04/2020;0;1;AND;77006
28/04/2020;3;0;AND;77006
27/04/2020;7;0;AND;77006
26/04/2020;2;0;AND;77006
25/04/2020;7;3;AND;77006
24/04/2020;1;0;AND;77006
23/04/2020;6;0;AND;77006
22/04/2020;0;1;AND;77006
21/04/2020;4;0;AND;77006
20/04/2020;9;1;AND;77006
19/04/2020;8;0;AND;77006
18/04/2020;14;2;AND;77006
17/04/2020;9;0;AND;77006
16/04/2020;14;2;AND;77006
15/04/2020;13;2;AND;77006
14/04/2020;8;0;AND;77006
13/04/2020;16;1;AND;77006
12/04/2020;21;2;AND;77006
11/04/2020;18;1;AND;77006
10/04/2020;19;2;AND;77006
09/04/2020;19;1;AND;77006
08/04/2020;19;1;AND;77006
07/04/2020;25;3;AND;77006
06/04/2020;35;1;AND;77006
05/04/2020;27;1;AND;77006
04/04/2020;11;1;AND;77006
03/04/2020;38;1;AND;77006
02/04/2020;14;2;AND;77006
01/04/2020;6;4;AND;77006
31/03/2020;36;2;AND;77006
30/03/2020;26;2;AND;77006
29/03/2020;41;1;AND;77006
28/03/2020;43;0;AND;77006
27/03/2020;36;3;AND;77006
26/03/2020;24;0;AND;77006
25/03/2020;31;0;AND;77006
24/03/2020;20;0;AND;77006
23/03/2020;25;0;AND;77006
22/03/2020;13;0;AND;77006
21/03/2020;0;0;AND;77006
20/03/2020;22;0;AND;77006
19/03/2020;39;0;AND;77006
18/03/2020;0;0;AND;77006
17/03/2020;9;0;AND;77006
16/03/2020;3;0;AND;77006
14/03/2020;1;0;AND;77006
03/03/2020;1;0;AND;77006
17/05/2020;0;0;AGO;30809762
16/05/2020;0;0;AGO;30809762
15/05/2020;3;0;AGO;30809762
14/05/2020;0;0;AGO;30809762
13/05/2020;0;0;AGO;30809762
12/05/2020;0;0;AGO;30809762
11/05/2020;2;0;AGO;30809762
10/05/2020;0;0;AGO;30809762
09/05/2020;7;0;AGO;30809762
08/05/2020;0;0;AGO;30809762
07/05/2020;0;0;AGO;30809762
06/05/2020;1;0;AGO;30809762
05/05/2020;0;0;AGO;30809762
04/05/2020;0;0;AGO;30809762
03/05/2020;6;0;AGO;30809762
02/05/2020;2;0;AGO;30809762
01/05/2020;0;0;AGO;30809762
30/04/2020;0;0;AGO;30809762
29/04/2020;0;0;AGO;30809762
28/04/2020;1;0;AGO;30809762
27/04/2020;1;0;AGO;30809762
26/04/2020;0;0;AGO;30809762
25/04/2020;0;0;AGO;30809762
24/04/2020;1;0;AGO;30809762
23/04/2020;0;0;AGO;30809762
22/04/2020;0;0;AGO;30809762
21/04/2020;0;0;AGO;30809762
20/04/2020;0;0;AGO;30809762
19/04/2020;5;0;AGO;30809762
18/04/2020;0;0;AGO;30809762
17/04/2020;0;0;AGO;30809762
16/04/2020;0;0;AGO;30809762
15/04/2020;0;0;AGO;30809762
14/04/2020;0;0;AGO;30809762
13/04/2020;0;0;AGO;30809762
12/04/2020;0;0;AGO;30809762
11/04/2020;0;0;AGO;30809762
10/04/2020;0;0;AGO;30809762
09/04/2020;2;0;AGO;30809762
08/04/2020;1;0;AGO;30809762
07/04/2020;2;0;AGO;30809762
06/04/2020;4;0;AGO;30809762
05/04/2020;2;0;AGO;30809762
04/04/2020;0;0;AGO;30809762
03/04/2020;0;0;AGO;30809762
02/04/2020;1;0;AGO;30809762
01/04/2020;0;0;AGO;30809762
31/03/2020;0;0;AGO;30809762
30/03/2020;3;2;AGO;30809762
29/03/2020;0;0;AGO;30809762
28/03/2020;1;0;AGO;30809762
27/03/2020;1;0;AGO;30809762
26/03/2020;0;0;AGO;30809762
25/03/2020;0;0;AGO;30809762
24/03/2020;0;0;AGO;30809762
23/03/2020;0;0;AGO;30809762
22/03/2020;2;0;AGO;30809762
17/05/2020;0;0;;
16/05/2020;0;0;;
15/05/2020;0;0;;
14/05/2020;0;0;;
13/05/2020;0;0;;
12/05/2020;0;0;;
11/05/2020;0;0;;
10/05/2020;0;0;;
09/05/2020;0;0;;
08/05/2020;0;0;;
07/05/2020;0;0;;
06/05/2020;0;0;;
05/05/2020;0;0;;
04/05/2020;0;0;;
03/05/2020;0;0;;
02/05/2020;0;0;;
01/05/2020;0;0;;
30/04/2020;0;0;;
29/04/2020;0;0;;
28/04/2020;0;0;;
27/04/2020;0;0;;
26/04/2020;0;0;;
25/04/2020;0;0;;
24/04/2020;0;0;;
23/04/2020;0;0;;
22/04/2020;0;0;;
21/04/2020;0;0;;
20/04/2020;0;0;;
19/04/2020;0;0;;
18/04/2020;0;0;;
17/04/2020;0;0;;
16/04/2020;0;0;;
15/04/2020;0;0;;
14/04/2020;0;0;;
13/04/2020;0;0;;
12/04/2020;0;0;;
11/04/2020;0;0;;
10/04/2020;0;0;;
09/04/2020;0;0;;
08/04/2020;0;0;;
07/04/2020;0;0;;
06/04/2020;0;0;;
05/04/2020;0;0;;
04/04/2020;0;0;;
03/04/2020;1;0;;
02/04/2020;0;0;;
01/04/2020;0;0;;
31/03/2020;0;0;;
30/03/2020;0;0;;
29/03/2020;0;0;;
28/03/2020;0;0;;
27/03/2020;2;0;;
17/05/2020;0;0;ATG;96286
16/05/2020;0;0;ATG;96286
15/05/2020;0;0;ATG;96286
14/05/2020;0;0;ATG;96286
13/05/2020;0;0;ATG;96286
12/05/2020;0;0;ATG;96286
11/05/2020;0;0;ATG;96286
10/05/2020;0;0;ATG;96286
09/05/2020;0;0;ATG;96286
08/05/2020;0;0;ATG;96286
07/05/2020;0;0;ATG;96286
06/05/2020;0;0;ATG;96286
05/05/2020;0;0;ATG;96286
04/05/2020;0;0;ATG;96286
03/05/2020;0;0;ATG;96286
02/05/2020;1;0;ATG;96286
01/05/2020;0;0;ATG;96286
30/04/2020;0;0;ATG;96286
29/04/2020;0;0;ATG;96286
28/04/2020;0;0;ATG;96286
27/04/2020;0;0;ATG;96286
26/04/2020;0;0;ATG;96286
25/04/2020;0;0;ATG;96286
24/04/2020;0;0;ATG;96286
23/04/2020;0;0;ATG;96286
22/04/2020;1;0;ATG;96286
21/04/2020;0;1;ATG;96286
20/04/2020;0;0;ATG;96286
19/04/2020;0;0;ATG;96286
18/04/2020;0;0;ATG;96286
17/04/2020;0;0;ATG;96286
16/04/2020;0;0;ATG;96286
15/04/2020;0;0;ATG;96286
14/04/2020;2;0;ATG;96286
13/04/2020;0;0;ATG;96286
12/04/2020;0;0;ATG;96286
11/04/2020;2;0;ATG;96286
10/04/2020;4;2;ATG;96286
09/04/2020;0;0;ATG;96286
08/04/2020;0;0;ATG;96286
07/04/2020;0;0;ATG;96286
06/04/2020;0;0;ATG;96286
05/04/2020;0;0;ATG;96286
04/04/2020;6;0;ATG;96286
03/04/2020;2;0;ATG;96286
02/04/2020;0;0;ATG;96286
01/04/2020;0;0;ATG;96286
31/03/2020;0;0;ATG;96286
30/03/2020;0;0;ATG;96286
29/03/2020;0;0;ATG;96286
28/03/2020;0;0;ATG;96286
27/03/2020;4;0;ATG;96286
26/03/2020;0;0;ATG;96286
25/03/2020;2;0;ATG;96286
24/03/2020;0;0;ATG;96286
23/03/2020;0;0;ATG;96286
22/03/2020;0;0;ATG;96286
21/03/2020;0;0;ATG;96286
15/03/2020;1;0;ATG;96286
17/05/2020;326;7;ARG;44494502
16/05/2020;345;3;ARG;44494502
15/05/2020;255;24;ARG;44494502
14/05/2020;316;10;ARG;44494502
13/05/2020;529;14;ARG;44494502
12/05/2020;245;5;ARG;44494502
11/05/2020;13;0;ARG;44494502
10/05/2020;165;7;ARG;44494502
09/05/2020;240;11;ARG;44494502
08/05/2020;163;9;ARG;44494502
07/05/2020;188;9;ARG;44494502
06/05/2020;133;4;ARG;44494502
05/05/2020;104;14;ARG;44494502
04/05/2020;102;9;ARG;44494502
03/05/2020;149;12;ARG;44494502
02/05/2020;104;7;ARG;44494502
01/05/2020;143;4;ARG;44494502
30/04/2020;158;7;ARG;44494502
29/04/2020;124;10;ARG;44494502
28/04/2020;223;11;ARG;44494502
27/04/2020;0;1;ARG;44494502
26/04/2020;344;18;ARG;44494502
25/04/2020;0;2;ARG;44494502
24/04/2020;147;6;ARG;44494502
23/04/2020;144;8;ARG;44494502
22/04/2020;112;9;ARG;44494502
21/04/2020;90;8;ARG;44494502
20/04/2020;102;2;ARG;44494502
19/04/2020;170;10;ARG;44494502
18/04/2020;98;7;ARG;44494502
17/04/2020;128;6;ARG;44494502
16/04/2020;0;4;ARG;44494502
15/04/2020;160;7;ARG;44494502
14/04/2020;69;3;ARG;44494502
13/04/2020;66;6;ARG;44494502
12/04/2020;162;7;ARG;44494502
11/04/2020;81;3;ARG;44494502
10/04/2020;99;14;ARG;44494502
09/04/2020;80;5;ARG;44494502
08/04/2020;87;7;ARG;44494502
07/04/2020;74;7;ARG;44494502
06/04/2020;103;3;ARG;44494502
05/04/2020;186;6;ARG;44494502
04/04/2020;132;3;ARG;44494502
03/04/2020;0;3;ARG;44494502
02/04/2020;167;7;ARG;44494502
01/04/2020;0;0;ARG;44494502
31/03/2020;146;4;ARG;44494502
30/03/2020;75;1;ARG;44494502
29/03/2020;55;2;ARG;44494502
28/03/2020;101;5;ARG;44494502
27/03/2020;87;4;ARG;44494502
26/03/2020;115;2;ARG;44494502
25/03/2020;86;2;ARG;44494502
24/03/2020;35;0;ARG;44494502
23/03/2020;41;0;ARG;44494502
22/03/2020;67;1;ARG;44494502
21/03/2020;30;0;ARG;44494502
20/03/2020;31;1;ARG;44494502
19/03/2020;18;0;ARG;44494502
18/03/2020;14;0;ARG;44494502
17/03/2020;9;0;ARG;44494502
16/03/2020;11;0;ARG;44494502
15/03/2020;11;0;ARG;44494502
14/03/2020;3;1;ARG;44494502
13/03/2020;12;0;ARG;44494502
11/03/2020;7;0;ARG;44494502
09/03/2020;3;0;ARG;44494502
08/03/2020;1;1;ARG;44494502
07/03/2020;6;0;ARG;44494502
06/03/2020;1;0;ARG;44494502
04/03/2020;1;0;ARG;44494502
17/05/2020;239;3;ARM;2951776
16/05/2020;184;3;ARM;2951776
15/05/2020;142;1;ARM;2951776
14/05/2020;180;1;ARM;2951776
13/05/2020;146;1;ARM;2951776
12/05/2020;79;1;ARM;2951776
11/05/2020;138;1;ARM;2951776
10/05/2020;146;1;ARM;2951776
09/05/2020;145;1;ARM;2951776
08/05/2020;102;2;ARM;2951776
07/05/2020;163;0;ARM;2951776
06/05/2020;112;1;ARM;2951776
05/05/2020;121;4;ARM;2951776
04/05/2020;113;2;ARM;2951776
03/05/2020;125;0;ARM;2951776
02/05/2020;82;1;ARM;2951776
01/05/2020;134;2;ARM;2951776
30/04/2020;0;0;ARM;2951776
29/04/2020;65;0;ARM;2951776
28/04/2020;59;1;ARM;2951776
27/04/2020;62;1;ARM;2951776
26/04/2020;69;0;ARM;2951776
25/04/2020;81;1;ARM;2951776
24/04/2020;73;3;ARM;2951776
23/04/2020;50;0;ARM;2951776
22/04/2020;72;0;ARM;2951776
21/04/2020;62;2;ARM;2951776
20/04/2020;48;2;ARM;2951776
19/04/2020;43;0;ARM;2951776
18/04/2020;47;1;ARM;2951776
17/04/2020;42;1;ARM;2951776
16/04/2020;48;1;ARM;2951776
15/04/2020;72;3;ARM;2951776
14/04/2020;26;1;ARM;2951776
13/04/2020;46;0;ARM;2951776
12/04/2020;30;2;ARM;2951776
11/04/2020;16;1;ARM;2951776
10/04/2020;40;1;ARM;2951776
09/04/2020;28;1;ARM;2951776
08/04/2020;20;0;ARM;2951776
07/04/2020;11;1;ARM;2951776
06/04/2020;52;0;ARM;2951776
05/04/2020;34;0;ARM;2951776
04/04/2020;73;3;ARM;2951776
03/04/2020;92;1;ARM;2951776
02/04/2020;39;0;ARM;2951776
01/04/2020;50;0;ARM;2951776
31/03/2020;58;0;ARM;2951776
30/03/2020;0;0;ARM;2951776
29/03/2020;52;2;ARM;2951776
28/03/2020;43;0;ARM;2951776
27/03/2020;39;1;ARM;2951776
26/03/2020;25;0;ARM;2951776
25/03/2020;71;0;ARM;2951776
24/03/2020;4;0;ARM;2951776
23/03/2020;30;0;ARM;2951776
22/03/2020;24;0;ARM;2951776
21/03/2020;14;0;ARM;2951776
20/03/2020;7;0;ARM;2951776
19/03/2020;37;0;ARM;2951776
18/03/2020;26;0;ARM;2951776
17/03/2020;22;0;ARM;2951776
16/03/2020;10;0;ARM;2951776
15/03/2020;7;0;ARM;2951776
14/03/2020;7;0;ARM;2951776
13/03/2020;2;0;ARM;2951776
12/03/2020;3;0;ARM;2951776
02/03/2020;0;0;ARM;2951776
01/03/2020;1;0;ARM;2951776
29/02/2020;0;0;ARM;2951776
28/02/2020;0;0;ARM;2951776
27/02/2020;0;0;ARM;2951776
26/02/2020;0;0;ARM;2951776
25/02/2020;0;0;ARM;2951776
24/02/2020;0;0;ARM;2951776
23/02/2020;0;0;ARM;2951776
22/02/2020;0;0;ARM;2951776
21/02/2020;0;0;ARM;2951776
20/02/2020;0;0;ARM;2951776
19/02/2020;0;0;ARM;2951776
18/02/2020;0;0;ARM;2951776
17/02/2020;0;0;ARM;2951776
16/02/2020;0;0;ARM;2951776
15/02/2020;0;0;ARM;2951776
14/02/2020;0;0;ARM;2951776
13/02/2020;0;0;ARM;2951776
12/02/2020;0;0;ARM;2951776
11/02/2020;0;0;ARM;2951776
10/02/2020;0;0;ARM;2951776
09/02/2020;0;0;ARM;2951776
08/02/2020;0;0;ARM;2951776
07/02/2020;0;0;ARM;2951776
06/02/2020;0;0;ARM;2951776
05/02/2020;0;0;ARM;2951776
04/02/2020;0;0;ARM;2951776
03/02/2020;0;0;ARM;2951776
02/02/2020;0;0;ARM;2951776
01/02/2020;0;0;ARM;2951776
31/01/2020;0;0;ARM;2951776
30/01/2020;0;0;ARM;2951776
29/01/2020;0;0;ARM;2951776
28/01/2020;0;0;ARM;2951776
27/01/2020;0;0;ARM;2951776
26/01/2020;0;0;ARM;2951776
25/01/2020;0;0;ARM;2951776
24/01/2020;0;0;ARM;2951776
23/01/2020;0;0;ARM;2951776
22/01/2020;0;0;ARM;2951776
21/01/2020;0;0;ARM;2951776
20/01/2020;0;0;ARM;2951776
19/01/2020;0;0;ARM;2951776
18/01/2020;0;0;ARM;2951776
17/01/2020;0;0;ARM;2951776
16/01/2020;0;0;ARM;2951776
15/01/2020;0;0;ARM;2951776
14/01/2020;0;0;ARM;2951776
13/01/2020;0;0;ARM;2951776
12/01/2020;0;0;ARM;2951776
11/01/2020;0;0;ARM;2951776
10/01/2020;0;0;ARM;2951776
09/01/2020;0;0;ARM;2951776
08/01/2020;0;0;ARM;2951776
07/01/2020;0;0;ARM;2951776
